0059, 1
0060, 3
0061, 6
0062, 10
0063, 9
0064, 20
0065, 28
0066, 45
0067, 68
0068, 102
0069, 100
0070, 161
0071, 219
0072, 266
0073, 335
0074, 390
0075, 459
0076, 521
0077, 601
0078, 613
0079, 697
0080, 679
0081, 674
0082, 609
0083, 564
0084, 547
0085, 478
0086, 412
0087, 343
0088, 283
0089, 194
0090, 175
0091, 123
0092, 94
0093, 63
0094, 44
0095, 24
0096, 14
0097, 14
0098, 9
0099, 1
0100, 1
0102, 1
